,source_node,source_name,target_node,target_name,hetesim_score
334,C0042847,Vitamin B 12 Deficiency,C0002395,Alzheimer's Disease,0.01320185806140378
335,C0009421,Comatose,C0002395,Alzheimer's Disease,0.013065516394485109
336,C0016412,Folic Acid Deficiency,C0002395,Alzheimer's Disease,0.012852697256536134
337,C0010746,Cytochromes b5,C0002395,Alzheimer's Disease,0.012852487761633476
338,C0858246,Hypos,C0002395,Alzheimer's Disease,0.012165284271846204
339,C0085078,Lysosomal Storage Diseases,C0002395,Alzheimer's Disease,0.011660106212306297
340,C0042842,Vitamin A Deficiency,C0002395,Alzheimer's Disease,0.011310909567195833
341,C0010481,Cushing Syndrome,C0002395,Alzheimer's Disease,0.01098410544689733
342,C0259749,Autonomic neuropathy,C0002395,Alzheimer's Disease,0.010688085869077614
343,C0582119,Translocase,C0002395,Alzheimer's Disease,0.010388049775432045
344,C0025152,mefenamic acid,C0002395,Alzheimer's Disease,0.010377198309387227
345,C0154251,Lipid Metabolism Disorders,C0002395,Alzheimer's Disease,0.010199694166708817
346,C0022638,Ketosis,C0002395,Alzheimer's Disease,0.009044423184329064
347,C1442882|292,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.008889380517690261
348,C0679247,Terminal illness,C0002395,Alzheimer's Disease,0.00875022452909315
349,C0302332,Poisoning syndrome,C0002395,Alzheimer's Disease,0.007877957490534984
350,C0212908,MAX Interacting Protein 1,C0002395,Alzheimer's Disease,0.00668014394824878
351,C0040479,Torsades de Pointes,C0002395,Alzheimer's Disease,0.005814643231682452
352,C0149676,Enzyme Deficiency,C0002395,Alzheimer's Disease,0.005317299195007376
353,C0271623,Hypogonadotropic hypogonadism,C0002395,Alzheimer's Disease,0.004757101330727486
